count;word;hiragana;meaning;jlpt level
2054;継ぎ目;つぎめ;a joint, joining point;1
2055;吐く;つく;1.  to breathe,  2.  to tell (lies),  3.  to vomit, to disgorge;1
2056;尽くす;つくす;to exhaust, to run out, to serve (a person), to befriend;1
2057;作り;つくり;make-up, sliced raw fish;1
2058;造り;つくり;make up, structure, physique;1
2059;造る;つくる;to make, to create, to manufacture, to draw up, to write, to compose, to build, to coin, to cultivate, to org;1
2060;繕う;つくろう;to mend, to repair, to fix, to patch up, to darn, to tidy up, to adjust, to trim;1
2061;接ぐ;つぐ;to join, to piece together, to set (bones), to graft (trees);1
2062;継ぐ;つぐ;to succeed;1
2063;付け加える;つけくわえる;to add one thing to another;1
2064;告げる;つげる;to inform;1
2065;辻褄;つじつま;coherence, consistency;1
2066;途中;つちゅう;on the way, en route;1
2067;突っ張る;つっぱる;to support, to become stiff, to become taut, to thrust (ones opponent), to stick to (ones opinion), to in;1
2068;筒;つつ;pipe, tube;1
2069;銃;つつ;gun;1
2070;突く;つつく;1.  to thrust, to strike, to attack,  2.  to poke, to nudge, to pick at;1
2071;慎む;つつしむ;to be careful, to be chaste or discreet, to abstain or refrain;1
2072;伝言;つてごと;verbal message, rumor, word;1
2073;勤まる;つとまる;to be fit for, to be equal to, to function properly;1
2074;勤め先;つとめさき;place of work;1
2075;努めて;つとめて;make an effort!, work hard!;1
2076;津波;つなみ;tsunami, tidal wave;1
2077;抓る;つねる;to pinch;1
2078;募る;つのる;to invite, to solicit help  participation  etc;1
2079;唾;つば;saliva, sputum;1
2080;呟く;つぶやく;to mutter, to murmur;1
2081;瞑る;つぶる;to close the eyes;1
2082;壷;つぼ;tsubo jar, pot, vase;1
2083;蕾;つぼみ;bud, flower bud;1
2084;躓く;つまずく;to stumble, to trip;1
2085;摘む;つまむ;to pinch, to hold, to pick up;1
2086;詰らない;つまらない;insignificant, boring, trifling;1
2087;詰まり;つまり;in short, in brief, in other words, that is to say, in the long run, after all, blockade, stuffing, ultimate;1
2088;積もり;つもり;intention, plan;1
2089;露;つゆ;dew;1
2090;強まる;つよまる;to get strong, to gain strength;1
2091;強める;つよめる;to strengthen, to emphasize;1
2092;連なる;つらなる;to extend, to stretch out, to stand in a row;1
2093;貫く;つらぬく;to go through;1
2094;連ねる;つらねる;to link, to join, to put together;1
2095;釣り;つり;fishing, angling;1
2096;吊り革;つりかわ;strap;1
2097;釣鐘;つりがね;hanging bell;1
2098;吊るす;つるす;to hang;1
2099;手当て;てあて;allowance, compensation, treatment, medical care;1
2100;体;てい;appearance, air, condition, state, form;1
2101;提供;ていきょう;offer, tender, program sponsoring, furnishing;1
2102;定義;ていぎ;definition;1
2103;提携;ていけい;cooperation, tie-up, joint business, link-up;1
2104;体裁;ていさい;decency, style, form, appearance, show, get-up, format;1
2105;梯子;ていし;ladder, stairs;1
2106;定食;ていしょく;set meal, special (of the day);1
2107;提示;ていじ;presentation, exhibit, suggest, citation;1
2108;訂正;ていせい;correction, revision;1
2109;停滞;ていたい;stagnation, tie-up, congestion, retention, accumulation, falling into arrears;1
2110;邸宅;ていたく;mansion, residence;1
2111;定年;ていねん;retirement age;1
2112;堤防;ていぼう;bank, weir;1
2113;手遅れ;ておくれ;too late, belated treatment;1
2114;手数;てかず;number of moves, trouble;1
2115;手掛かり;てがかり;contact, trail, scent, on hand, hand hold, clue, key;1
2116;手掛ける;てがける;to handle, to manage, to work with, to rear, to look after, to have experience with;1
2117;手軽;てがる;easy, simple, informal, offhand, cheap;1
2118;的;てき;-like, typical;1
2119;適応;てきおう;adaptation, accommodation, conformity;1
2120;適宜;てきぎ;suitability;1
2121;適性;てきせい;aptitude;1
2122;手際;てぎわ;performance, skill, tact;1
2123;手順;てじゅん;process, procedure, protocol;1
2124;手錠;てじょう;handcuffs, manacles;1
2125;手近;てぢか;near, handy, familiar;1
2126;none;てっきり;surely, certainly, beyond doubt;1
2127;鉄鋼;てっこう;iron and steel;1
2128;徹する;てっする;to sink in, to penetrate, to devote oneself, to believe in, to go through, to do intently and exclusively;1
2129;鉄片;てっぺん;iron scraps;1
2130;手配;てはい;arrangement, search (by police);1
2131;手筈;てはず;arrangement, plan, programme;1
2132;手引き;てびき;guidance, guide, introduction;1
2133;手本;てほん;model, pattern;1
2134;手回し;てまわし;preparations, arrangements;1
2135;手元;てもと;on hand, at hand, at home;1
2136;照り返す;てりかえす;to reflect, to throw back light;1
2137;手分け;てわけ;division of labour;1
2138;店;てん;store, shop, establishment;1
2139;点火;てんか;ignition, lighting, set fire to;1
2140;転回;てんかい;revolution, rotation;1
2141;転換;てんかん;convert, divert;1
2142;転居;てんきょ;moving, changing residence;1
2143;転勤;てんきん;transfer, transmission;1
2144;点検;てんけん;inspection, examination, checking;1
2145;転校;てんこう;change schools;1
2146;天国;てんごく;paradise, heaven, Kingdom of Heaven;1
2147;天才;てんさい;genius, prodigy, natural gift;1
2148;天災;てんさい;natural calamity, disaster;1
2149;展示;てんじ;exhibition, display;1
2150;天井;てんじょう;ceiling, ceiling price;1
2151;転じる;てんじる;to turn, to shift, to alter, to distract;1
2152;点線;てんせん;dotted line, perforated line;1
2153;天体;てんたい;heavenly body;1
2154;転転;てんてん;rolling about, moving from place to place, being passed around repeatedly;1
2155;none;てんで;(not) at all, altogether, entirely;1
2156;転任;てんにん;change of post;1
2157;展望;てんぼう;view, outlook, prospect;1
2158;転落;てんらく;fall, degradation, slump;1
2159;出合う;であう;to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date;1
2160;出入り口;でいりぐち;exit and entrance;1
2161;none;でかい;huge;1
2162;出来物;できもの;able man, tumour, growth, boil, ulcer, abcess, rash, pimple;1
2163;出切る;できる;to be out of, to have no more at hand;1
2164;出くわす;でくわす;to happen to meet, to come across;1
2165;出鱈目;でたらめ;irresponsible utterance, nonsense, nonsensical, random, haphazard, unsystematic;1
2166;出直し;でなおし;adjustment, touch up;1
2167;田園;でんえん;country, rural districts;1
2168;電源;でんげん;source of electricity, power (button on TV  etc.);1
2169;伝説;でんせつ;tradition, legend, folklore;1
2170;電線;でんせん;electric line;1
2171;伝達;でんたつ;transmission (e.g. news), communication, delivery;1
2172;伝来;でんらい;ancestral, hereditary, imported, transmitted, handed down;1
2173;none;と;1.  if (conjunction),  2.  promoted pawn (shogi) (abbr);1
2174;問い合わせる;といあわせる;to enquire, to seek information;1
2175;問屋;といや;wholesale store;1
2176;問う;とう;to ask, to question, to charge (i.e. with a crime), to accuse, without regard to (neg);1
2177;棟;とう;place, section, building;1
2178;等;とう;et cetera, etc., and the like;1
2179;陶器;とうき;pottery, ceramics;1
2180;等級;とうきゅう;grade, class;1
2181;討議;とうぎ;debate, discussion;1
2182;登校;とうこう;attendance (at school);1
2183;統合;とうごう;integration, unification, synthesis;1
2184;倒産;とうさん;(corporate) bankruptcy, insolvency;1
2185;投資;とうし;investment;1
2186;統治;とうじ;rule, reign, government, governing;1
2187;統制;とうせい;regulation, control;1
2188;当選;とうせん;being elected, winning the prize;1
2189;逃走;とうそう;flight, desertion, escape;1
2190;統率;とうそつ;command, lead, generalship, leadership;1
2191;到達;とうたつ;reaching, attaining, arrival;1
2192;到底;とうてい;(cannot) possibly;1
2193;丁々;とうとう;clashing of swords, felling of trees, ringing of an ax;1
2194;投入;とうにゅう;throw, investment, making (an electrical circuit);1
2195;当人;とうにん;the one concerned, the said person;1
2196;逃亡;とうぼう;escape;1
2197;冬眠;とうみん;hibernation, winter sleep;1
2198;登録;とうろく;registration, register, entry, record;1
2199;討論;とうろん;debate, discussion;1
2200;遠ざかる;とおざかる;to go far off;1
2201;遠回り;とおまわり;detour, roundabout way;1
2202;通りかかる;とおりかかる;to happen to pass by;1
2203;兎角;とかく;anyhow, anyway, somehow or other, generally speaking, in any case, this and that, many, be apt to;1
2204;咎める;とがめる;to blame, to find fault, to take someone to task, to aggravate (an injury);1
2205;時折;ときおり;sometimes;1
2206;跡切れる;とぎれる;to pause, to be interrupted;1
2207;説く;とく;to explain, to advocate, to preach, to persuade;1
2208;特技;とくぎ;special skill;1
2209;特産;とくさん;specialty, special product;1
2210;特集;とくしゅう;feature (e.g. newspaper), special edition, report;1
2211;得点;とくてん;score, points made, marks obtained, runs;1
2212;特派;とくは;send specially, special envoy;1
2213;特有;とくゆう;characteristic (of), peculiar (to);1
2214;研ぐ;とぐ;to sharpen, to grind, to scour, to hone, to polish, to wash (rice);1
2215;刺;とげ;thorn, splinter, spine, biting words;1
2216;遂げる;とげる;to accomplish, to achieve, to carry out;1
2217;床;とこ;bed, sickbed, alcove, padding;1
2218;所が;ところが;however, while, even if;1
2219;所で;ところで;by the way, even if, no matter what;1
2220;年頃;としごろ;age, marriageable age, age of puberty, adolescence, for some years;1
2221;年寄り;としより;old people, the aged;1
2222;戸締り;とじまり;closing up, fastening the doors;1
2223;途上;とじょう;en route, half way;1
2224;綴じる;とじる;to bind, to file;1
2225;途絶える;とだえる;to stop, to cease, to come to an end;1
2226;特許;とっきょ;special permission, patent;1
2227;疾っくに;とっくに;long ago, already, a long time ago;1
2228;特権;とっけん;privilege, special right;1
2229;咄嗟;とっさ;moment, instant;1
2230;取っ手;とって;handle, grip, knob;1
2231;突破;とっぱ;breaking through, breakthrough, penetration;1
2232;突如;とつじょ;suddenly, all of a sudden;1
2233;迚も;とても;very, awfully, exceedingly;1
2234;整える;ととのえる;to put in order, to get ready, to arrange, to adjust;1
2235;届け;とどけ;report, notification, registration;1
2236;滞る;とどこおる;to stagnate, to be delayed;1
2237;止まる;とどまる;to be limited to;1
2238;留める;とどめる;to stop, to cease, to put an end to;1
2239;止める;とどめる;to stop, to cease, to put an end to;1
2240;唱える;となえる;to recite, to chant, to call upon;1
2241;兎に角;とにかく;anyhow, at any rate, anyway, somehow or other, generally speaking, in any case;1
2242;殿様;とのさま;feudal lord;1
2243;幕;とばり;curtain, bunting, act (in play);1
2244;帳;とばり;curtain;1
2245;扉;とびら;door, opening;1
2246;徒歩;とほ;walking, going on foot;1
2247;乏しい;とぼしい;meagre, scarce, limited, destitute, hard up, scanty, poor;1
2248;富;とみ;wealth, fortune;1
2249;富む;とむ;to be rich, to become rich;1
2250;兎も角;ともかく;anyhow, anyway, somehow or other, generally speaking, in any case;1
2251;共稼ぎ;ともかせぎ;working together, (husband and wife) earning a living together;1
2252;灯;ともしび;light;1
2253;伴う;ともなう;to accompany, to bring with, to be accompanied by, to be involved in;1
2254;共働き;ともばたらき;dual income;1
2255;捕らえる;とらえる;to seize, to grasp, to capture, to arrest;1
2256;取りあえず;とりあえず;at once, first of all, for the time being;1
2257;取り扱い;とりあつかい;treatment, service, handling, management;1
2258;取り扱う;とりあつかう;to treat, to handle, to deal in;1
2259;鳥居;とりい;torii (Shinto shrine archway);1
2260;取り替え;とりかえ;swap, exchange;1
2261;取り組む;とりくむ;to tackle, to wrestle with, to engage in a bout, to come to grips with;1
2262;取り締まり;とりしまり;control, management, supervision;1
2263;取り締まる;とりしまる;to manage, to control, to supervise;1
2264;取り調べる;とりしらべる;to investigate, to examine;1
2265;取り立てる;とりたてる;to collect, to extort, to appoint, to promote;1
